nome_completo,data_nascimento,idade,rg,cpf,uf_atendimento,data_atendimento,modo_chegada,historico_comorbidades,pressao_sistolica,pressao_diastolica,frequencia_cardiaca,frequencia_respiratoria,temperatura_celsius,spo2_porcento,taxa_hesitacao_porcento,instabilidade_emocional_vocal_porcento,diagnostico_realizado,houve_internacao,urgencia_critica
Beatriz Barbosa,1939-02-14,87,873024163,290.815.476-58,RJ,2025-09-25 18:50:15,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,169,58,87,15,35.5,89,0.86,16.53,Trauma Físico Severo,1,1
Hadassa Montenegro,1963-04-03,63,643287516,956.704.812-67,PA,2025-12-28 21:25:49,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,116,77,77,13,36.7,100,6.87,35.36,Mialgia (Dor Muscular),0,0
Davi Lucca Ferreira,1979-06-03,47,532176480,617.095.284-94,SP,2026-04-04 03:40:13,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,126,87,88,14,36.3,93,75.26,26.4,Mialgia (Dor Muscular),0,0
Joaquim Freitas,1974-01-26,52,463587017,475.960.813-39,RR,2026-03-10 02:08:19,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,119,105,96,16,36.7,94,44.65,43.93,Refluxo Gastroesofágico,0,0
Emanuel Macedo,1947-04-11,79,341062789,906.328.751-86,TO,2026-08-07 04:00:09,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,96,71,95,15,35.8,99,40.55,60.39,Cefaleia Tensional,0,0
Liz Pimenta,1936-10-26,89,084265371,760.138.945-66,CE,2026-01-30 16:07:49,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,142,56,66,14,36.9,98,14.58,43.66,Crise de Ansiedade,1,0
Vitória Albuquerque,2001-03-23,25,526341877,350.182.476-90,MA,2026-06-01 15:20:32,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,135,92,56,28,35.4,97,15.73,5.64,Refluxo Gastroesofágico,0,0
Letícia Ribeiro,1942-06-15,84,682310578,327.608.195-40,SE,2026-08-07 12:14:57,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,135,59,147,12,35.8,91,79.78,97.56,Infarto Agudo do Miocárdio,0,1
Davi Luiz da Luz,2007-11-14,18,741620534,645.329.817-19,PE,2026-06-27 04:00:24,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,101,73,72,18,36.3,97,82.9,42.51,Cefaleia Tensional,1,0
Cauê Souza,1943-12-08,82,618205342,649.802.173-03,RN,2026-06-05 23:12:17,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,148,76,102,20,37.9,100,56.0,85.11,Mialgia (Dor Muscular),0,0
Daniela da Mata,1970-06-15,56,328074159,098.675.132-40,PR,2026-03-31 14:10:38,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,91,78,44,21,37.1,94,29.51,7.4,Crise de Ansiedade,0,0
Gustavo Henrique Silva,2007-07-08,19,074315821,374.950.816-00,MT,2026-06-01 21:01:03,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,131,90,78,17,37.4,100,93.27,81.01,Refluxo Gastroesofágico,0,0
Sr. João Montenegro,1998-03-25,28,084573211,823.169.507-95,MA,2026-02-28 18:25:27,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,163,69,81,16,37.6,93,62.4,17.34,Refluxo Gastroesofágico,0,0
Isis Aragão,1974-11-29,51,280673516,628.915.740-01,SE,2026-09-06 23:13:33,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,100,75,96,20,39.4,97,79.66,67.94,Mialgia (Dor Muscular),0,0
Otávio da Mota,1945-07-16,81,521786344,154.038.792-50,PE,2026-05-01 22:04:23,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,108,79,40,19,36.5,100,0.33,66.18,Mialgia (Dor Muscular),1,0
Alexandre Farias,1979-10-08,46,486530711,869.075.431-84,CE,2025-10-17 13:44:51,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,121,82,89,16,37.6,94,45.03,90.98,Cefaleia Tensional,0,0
João Castro,1982-03-22,44,326508144,918.437.260-50,RN,2026-05-11 16:09:48,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,109,81,56,10,37.3,100,87.09,32.07,Mialgia (Dor Muscular),0,0
Sra. Mariane Novais,1958-06-18,68,378615427,938.245.017-32,MA,2025-11-29 16:49:15,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,88,86,93,15,37.3,100,33.82,10.9,Cefaleia Tensional,0,0
Daniel Barbosa,1970-01-01,56,631704851,268.109.437-22,PE,2026-03-16 07:11:55,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,121,92,59,12,37.9,97,72.66,86.46,Refluxo Gastroesofágico,0,0
Srta. Ísis Andrade,2001-08-22,25,056138477,809.432.516-05,TO,2026-08-02 04:31:09,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,98,85,63,14,36.2,94,65.77,33.16,Refluxo Gastroesofágico,0,0
Sr. Pedro Cardoso,1945-02-01,81,507613284,513.048.967-57,PB,2026-07-02 22:33:21,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,129,86,78,18,36.1,93,15.22,23.25,Crise de Ansiedade,0,0
Leandro Fonseca,1983-08-24,43,218763402,084.263.597-10,AM,2026-01-29 23:36:44,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,101,56,58,19,36.8,100,77.49,48.62,Mialgia (Dor Muscular),0,0
Luiz Henrique Costela,1962-06-01,64,160428579,381.742.506-62,BA,2026-04-20 23:29:17,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,150,80,73,26,36.4,100,11.25,14.61,Cefaleia Tensional,1,0
Isadora Rios,1980-07-10,46,364508723,239.857.410-50,PA,2026-09-07 04:49:04,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,104,87,55,15,36.8,100,72.79,29.7,Crise de Ansiedade,0,0
Luiz Gustavo Vasconcelos,1988-01-08,38,317842602,178.963.042-87,SP,2025-10-01 17:04:52,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,113,90,40,21,37.8,96,99.1,38.53,Refluxo Gastroesofágico,0,0
Maria Luísa Pinto,1970-08-10,56,86150723X,653.702.491-99,ES,2026-06-02 14:41:57,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,136,69,110,19,36.1,100,95.8,27.73,Mialgia (Dor Muscular),0,0
Srta. Isabela Castro,1990-05-21,36,351724801,127.490.683-04,SE,2026-07-05 02:51:03,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,95,70,52,24,36.3,96,80.02,45.03,Mialgia (Dor Muscular),0,0
Noah Alves,1997-12-03,28,321685702,627.389.014-50,MA,2025-12-27 02:28:10,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,124,71,80,20,36.6,93,53.45,38.47,Cefaleia Tensional,0,0
Lucas Gabriel Viana,1950-01-21,76,820753464,416.930.285-06,CE,2026-04-04 08:30:14,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,146,88,103,12,36.3,100,67.48,77.46,Cefaleia Tensional,0,0
Isadora da Mata,1951-09-27,75,531674083,192.468.073-40,SP,2026-01-17 14:28:16,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,87,95,69,10,35.0,100,72.81,91.84,Refluxo Gastroesofágico,0,0
Cauê Garcia,1945-03-16,81,073856423,756.219.803-95,PA,2026-06-25 14:49:50,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,123,73,64,19,36.0,92,0.84,10.09,Infarto Agudo do Miocárdio,1,1
Ravy Câmara,2004-07-08,22,678041532,538.971.046-01,PB,2026-08-04 02:36:53,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,125,93,90,15,37.0,92,10.24,82.33,Trauma Físico Severo,1,1
Raul Ferreira,1952-03-12,74,018367549,861.453.027-71,BA,2026-02-23 04:51:51,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,135,81,112,13,37.7,97,59.71,93.18,Mialgia (Dor Muscular),1,0
Ian Câmara,1941-09-23,85,534861209,568.129.437-46,GO,2026-06-26 09:55:31,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,95,78,55,11,35.6,100,0.65,68.66,Crise de Ansiedade,0,0
Gael Guerra,1942-08-25,84,76524813X,428.039.157-23,DF,2025-11-01 18:14:15,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,93,76,81,18,35.6,92,90.89,99.64,Infarto Agudo do Miocárdio,1,1
Dr. Bernardo Vargas,1965-03-17,61,358214075,830.712.645-26,PR,2025-12-20 07:10:46,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,130,91,41,25,36.5,97,48.97,33.5,Cefaleia Tensional,0,0
Luiz Fernando Ramos,2000-06-22,26,281540731,563.298.047-29,AP,2026-03-23 13:41:39,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,125,84,75,15,34.8,94,25.78,83.03,Crise de Ansiedade,0,0
Maria Liz Rocha,1943-05-30,83,481276506,895.612.704-20,RO,2026-01-23 17:28:22,Acompanhada por familiares apresentando dispneia leve.,Asma,125,114,85,20,36.1,99,39.38,67.37,Mialgia (Dor Muscular),0,0
Luísa Alves,1952-03-30,74,253061842,729.634.150-52,MA,2026-02-24 06:31:09,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,126,67,63,17,35.1,93,85.08,32.34,Mialgia (Dor Muscular),1,0
José Pedro Cavalcanti,1949-03-16,77,357081249,732.406.519-80,AC,2026-04-06 06:14:59,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,106,87,73,11,37.6,100,92.72,70.47,Cefaleia Tensional,0,0
Julia Andrade,1983-11-12,42,316504725,178.506.439-84,PE,2026-02-28 16:56:36,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,124,72,49,21,35.9,96,11.62,50.96,Mialgia (Dor Muscular),0,0
Pedro Henrique Ferreira,1959-09-20,67,740163255,029.316.758-30,CE,2026-05-10 08:25:16,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,125,66,86,12,37.8,93,77.8,18.9,Refluxo Gastroesofágico,0,0
Sra. Maya Pereira,2006-10-30,19,34607258X,574.038.621-71,PI,2026-01-19 05:38:40,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,105,79,111,18,37.4,97,57.82,17.39,Crise de Ansiedade,0,0
Bruna Gomes,1984-07-09,42,136785207,809.675.432-74,RR,2026-08-27 12:02:13,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,157,82,57,16,36.0,89,58.55,71.34,Crise Hipertensiva Severa,1,1
Esther da Cunha,1973-09-07,53,845316278,302.587.619-03,PA,2026-06-16 14:01:56,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,129,123,69,22,35.6,94,77.95,71.19,Crise de Ansiedade,0,0
Pedro Henrique Abreu,1977-11-11,48,612583077,193.654.807-01,MG,2026-02-17 16:37:04,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,96,77,97,12,36.3,98,22.28,53.08,Mialgia (Dor Muscular),1,0
Zoe Rodrigues,2000-03-25,26,547018630,812.369.740-69,ES,2026-06-05 07:32:07,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,133,63,115,19,36.4,89,53.1,50.14,Insuficiência Respiratória,1,1
Dra. Fernanda Fonseca,1991-03-15,35,64087213X,764.230.819-13,RO,2025-12-09 17:46:02,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,100,84,47,13,36.8,86,31.94,18.0,Crise Hipertensiva Severa,1,1
Ana Lívia Rios,1945-05-05,81,408573260,583.172.964-82,AP,2026-04-15 07:06:01,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,135,48,80,15,35.9,87,9.45,42.93,Crise Hipertensiva Severa,1,1
Dr. Davi Silveira,1966-07-15,60,574321081,014.739.826-69,PI,2026-08-16 10:53:04,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,143,78,92,10,37.1,100,10.51,87.14,Crise de Ansiedade,0,0
Thiago das Neves,1983-12-31,42,028713655,839.417.250-41,RJ,2026-06-13 23:03:48,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,103,80,82,28,36.7,96,13.65,85.47,Crise de Ansiedade,0,0
Maria Luísa Duarte,1978-01-09,48,170865344,976.401.382-13,CE,2026-01-26 21:04:53,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,139,91,40,20,36.2,94,61.49,66.09,Mialgia (Dor Muscular),0,0
Laís Novaes,2003-12-16,22,386574121,916.547.823-19,RJ,2026-06-23 16:50:09,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,128,94,97,14,35.9,100,10.58,99.74,Mialgia (Dor Muscular),1,0
Gael Leão,1938-03-24,88,604831729,706.532.914-34,AC,2025-11-02 03:07:40,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,136,72,122,12,36.4,95,57.01,89.32,Crise Hipertensiva Severa,1,1
Maria Helena Rocha,2001-11-13,24,673105489,578.924.316-91,AM,2026-03-08 19:27:40,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,157,77,87,15,35.8,98,58.83,14.52,Refluxo Gastroesofágico,0,0
Srta. Liz Guerra,1963-11-02,62,603248512,730.982.641-87,MT,2026-02-17 14:50:57,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,115,68,59,21,36.5,97,90.39,39.91,Refluxo Gastroesofágico,0,0
Agatha da Rosa,1939-03-27,87,53681207X,823.561.709-95,SP,2026-01-02 21:46:36,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,104,63,72,10,36.6,95,62.64,13.19,Crise de Ansiedade,0,0
Gustavo Henrique Lopes,1950-03-05,76,162780540,934.820.165-42,GO,2026-02-02 21:38:13,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,102,84,129,17,36.7,98,98.56,46.61,Insuficiência Respiratória,1,1
Luna Martins,1949-01-10,77,230165485,896.723.014-13,MA,2026-04-15 23:27:15,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,103,60,107,26,37.9,100,3.1,77.64,Crise de Ansiedade,0,0
Melina Rocha,1946-03-01,80,506234186,854.630.279-00,TO,2025-10-13 21:17:10,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,118,73,101,12,36.4,96,70.41,15.58,Cefaleia Tensional,0,0
Thomas Melo,1938-03-21,88,743058616,732.015.694-61,SE,2025-10-25 22:55:10,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,126,65,93,18,37.3,95,2.65,88.04,Cefaleia Tensional,0,0
Srta. Antonella da Paz,1993-09-30,33,873256141,872.654.039-83,AC,2026-06-27 19:03:40,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,125,88,68,29,36.7,95,72.94,56.91,Cefaleia Tensional,0,0
Lívia Borges,1947-07-19,79,478320152,958.637.102-68,AP,2026-08-05 13:12:18,Acompanhada por familiares apresentando dispneia leve.,Diabetes,136,107,79,21,36.3,87,38.59,74.89,Trauma Físico Severo,1,1
Leonardo Câmara,1959-04-11,67,653702140,709.456.823-10,SC,2026-08-01 00:54:43,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,120,60,83,18,36.4,98,61.13,4.52,Mialgia (Dor Muscular),0,0
Diogo Alves,1977-06-29,49,061257382,623.590.871-77,MA,2025-10-16 18:53:09,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,149,52,98,20,36.5,92,30.95,9.38,Trauma Físico Severo,1,1
Joaquim Melo,1971-01-19,55,062431572,348.706.912-13,AC,2026-01-04 16:31:55,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,114,78,122,15,36.7,99,15.91,62.09,Cefaleia Tensional,0,0
Ana Sophia Marques,1960-10-31,65,185427637,084.753.692-00,AM,2026-03-12 08:14:26,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,174,80,112,24,35.7,96,72.35,83.82,Crise de Ansiedade,0,0
Evelyn Silva,1981-08-17,45,35102847X,724.968.301-22,MT,2025-10-13 23:40:34,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,132,83,49,16,35.3,97,90.46,87.39,Cefaleia Tensional,0,0
Sra. Sabrina Guerra,1995-05-16,31,258014362,365.870.241-90,BA,2026-08-24 20:23:58,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,102,73,90,10,37.0,99,18.36,68.84,Cefaleia Tensional,0,0
Diogo Rezende,1977-11-12,48,362107853,267.190.348-04,RR,2026-01-03 20:50:09,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,98,76,103,16,37.2,93,92.07,20.09,Cefaleia Tensional,0,0
Srta. Bianca Vasconcelos,1968-09-24,58,854326170,013.892.764-22,SC,2025-11-19 06:09:31,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,129,85,100,13,37.1,98,14.02,19.5,Refluxo Gastroesofágico,0,0
Hellena Cavalcanti,1951-05-31,75,342651870,018.439.562-33,SE,2026-04-25 10:34:33,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,115,95,69,16,36.6,98,73.57,88.14,Cefaleia Tensional,0,0
Dra. Nicole Aragão,1981-01-31,45,14703825X,452.803.679-74,MT,2026-05-24 12:34:30,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,134,50,157,16,37.1,96,95.94,11.32,Crise Hipertensiva Severa,1,1
Isadora Campos,1975-07-31,51,487321650,291.704.356-34,RR,2026-06-11 12:36:06,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,129,74,53,23,37.1,93,14.74,68.61,Mialgia (Dor Muscular),0,0
Catarina Martins,1944-04-30,82,640751829,034.895.671-10,AL,2026-02-09 20:14:06,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,118,83,57,21,37.1,99,43.51,53.35,Mialgia (Dor Muscular),1,0
Vitória Novais,1956-02-13,70,054317289,174.023.598-32,DF,2026-08-11 09:05:55,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,103,66,90,19,35.8,99,33.75,42.14,Crise de Ansiedade,0,0
Luiza Sá,1991-10-31,34,840156376,512.867.430-44,AL,2026-02-02 18:33:13,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,89,105,137,17,35.6,97,38.85,44.03,Crise de Ansiedade,0,0
Sofia Lima,2003-03-05,23,205173469,641.253.809-70,TO,2025-10-19 09:30:19,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,111,70,64,12,36.2,92,75.31,94.52,Trauma Físico Severo,1,1
Melissa Castro,1960-05-07,66,546721382,369.147.258-37,RO,2026-07-22 03:25:31,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,137,79,78,10,36.5,94,66.12,86.14,Crise de Ansiedade,0,0
Sra. Milena da Luz,2000-11-19,25,583417024,508.329.167-30,AL,2026-04-23 17:35:17,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,124,88,111,18,36.3,96,96.87,86.5,Mialgia (Dor Muscular),0,0
João Guilherme Vargas,1954-05-13,72,082643155,501.483.297-05,SC,2026-03-09 21:44:31,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,95,71,84,21,35.0,99,18.55,40.66,Crise de Ansiedade,0,0
Raquel Pires,1994-08-22,32,125480374,470.635.921-06,MG,2026-01-18 07:35:08,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,123,52,76,17,37.9,90,54.33,10.7,Insuficiência Respiratória,1,1
João Guilherme Macedo,1971-04-22,55,517063426,781.692.054-76,RS,2026-07-10 09:45:36,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,127,73,99,15,36.3,94,44.91,99.78,Crise de Ansiedade,1,0
João Pedro da Costa,1975-10-19,50,561248370,248.739.061-13,GO,2026-06-22 00:56:51,Acompanhada por familiares apresentando dispneia leve.,Asma,102,95,91,20,36.6,95,91.89,14.53,Mialgia (Dor Muscular),0,0
Lucas Gabriel Dias,1984-02-23,42,067841533,350.472.198-79,MG,2026-09-05 22:55:15,Acompanhada por familiares apresentando dispneia leve.,Hipertensão,123,74,110,17,37.5,96,1.06,51.56,Mialgia (Dor Muscular),0,0
Anna Liz Carvalho,1984-06-29,42,541283601,840.319.526-51,TO,2026-03-05 07:56:39,Acompanhada por familiares apresentando dispneia leve.,Asma,121,67,117,26,34.6,91,98.92,26.46,Crise Hipertensiva Severa,1,1
Igor Gomes,1960-09-21,66,187452039,651.978.302-12,GO,2026-03-19 17:37:21,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,97,93,92,24,36.1,96,47.97,51.07,Cefaleia Tensional,0,0
Srta. Hadassa Azevedo,1973-08-15,53,42136807X,041.673.295-06,RR,2026-02-12 01:43:27,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,127,75,92,22,36.2,95,62.55,30.49,Crise de Ansiedade,0,0
Maria Luísa Farias,1940-05-02,86,348215708,701.498.263-03,AM,2026-08-24 05:02:57,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,131,72,90,21,36.2,92,36.01,89.69,Infarto Agudo do Miocárdio,1,1
Nina Leão,1962-05-28,64,102834659,638.451.970-48,PR,2026-03-01 14:59:00,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,141,82,97,11,36.4,96,85.25,96.83,Cefaleia Tensional,0,0
Gustavo Leão,1982-08-14,44,807421534,532.648.710-17,ES,2026-08-31 18:28:52,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,141,91,86,21,37.7,94,56.2,41.01,Refluxo Gastroesofágico,0,0
Alícia Teixeira,2006-02-27,20,601573821,124.750.986-94,SE,2026-01-27 01:33:43,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,92,115,84,19,37.0,98,66.28,7.02,Mialgia (Dor Muscular),0,0
Maria Helena Mendes,1944-12-10,81,172806458,096.174.823-04,AM,2025-10-20 20:02:35,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,101,92,114,21,37.3,93,64.89,66.33,Mialgia (Dor Muscular),0,0
Luiz Gustavo da Rosa,1952-04-23,74,021478351,924.803.765-83,RO,2026-06-03 07:13:56,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,130,97,122,20,36.5,97,36.4,37.66,Refluxo Gastroesofágico,0,0
Mariah Nascimento,1969-02-14,57,843621576,796.054.381-00,DF,2026-06-10 06:19:18,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,130,72,47,20,35.4,93,7.6,98.6,Crise de Ansiedade,0,0
Dra. Ísis Pereira,1943-11-04,82,231645806,918.374.502-50,MT,2026-08-13 02:19:39,Acompanhada por familiares apresentando dispneia leve.,Asma,130,64,85,31,34.8,94,80.77,8.94,Crise de Ansiedade,0,0
